"ID","Description","GeneRatio","BgRatio","pvalue","FDR","qvalue","geneID","Count","Source"
"GO:0010639","negative regulation of organelle organization","33/727","376/18481",1.53476524948573e-05,0.00125397868908801,0.00104507052191038,"Opa1/Dnm1l/Parp1/Flcn/Arhgap6/Pfn1/Mad2l1/Fnip1/Mapre1/Mtpn/Rps6ka2/Capza1/Ghitm/Map1a/Arpc2/Sptan1/Vil1/Bnip3/Pfn2/Plk1/Gsn/Shank1/Cfl1/Arhgef18/Akt1/Tmsb15b2/Slc25a5/Tubb4a/Zwint/Psmd10/Top2a/Sptbn4/Chek1",33,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:2000058","regulation of ubiquitin-dependent protein catabolic process","20/727","173/18481",1.6069630440926e-05,0.00129091329842203,0.00107585196324519,"Mapk9/Ubqln2/Sumo2/Trib1/Mdm2/Trib3/Fbxw7/Nop53/Map1a/Usp14/Pbk/Agtpbp1/Herpud1/Plk1/Stub1/Akt1/Vcp/Csnk1d/Psmd10/Rbx1",20,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0110053","regulation of actin filament organization","27/727","279/18481",1.63177242778065e-05,0.00129091329842203,0.00107585196324519,"Limk1/Arhgap6/Pfn1/Sh3pxd2b/Prex1/Arpc3/Mtpn/Wnt4/Capza1/Arpc2/Sptan1/Vil1/Nck2/Pfn2/Gsn/Shank1/Cfl1/S100a10/Carmil3/Arhgef18/Tmsb15b2/Ppm1f/Hax1/Rhoa/Pdlim4/Sptbn4/Arf1",27,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0050714","positive regulation of protein secretion","21/727","188/18481",1.6872587116199e-05,0.00131395272167399,0.00109505310461383,"Abcg1/Dnm1l/Tgfb2/Sytl4/Gna11/Gcg/Ptbp1/Pcsk1/Dynll1/Slc2a2/Ins1/Pck2/Ins2/Abcc8/Irs2/Nnat/Myo18a/Sri/Arf1/Rph3al/Sox4",21,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0009259","ribonucleotide metabolic process","31/727","345/18481",1.74839420212862e-05,0.00133079680124949,0.00110909102342876,"Ran/Atp5mc3/Opa1/Dnm1l/Atp6v1a/Parp1/Dck/Flcn/Ctps2/Myc/Suclg1/Pdhb/Ndufs1/Aprt/Hsd17b4/Acly/Atp5f1a/Ola1/Stat3/Acsl6/Atp5mf/Fitm2/Ctns/Atp2b2/Impdh2/Vcp/Ak4/Rhoa/Aldoa/Prps1/Atp5pb",31,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:2001233","regulation of apoptotic signaling pathway","37/727","447/18481",1.76229110919876e-05,0.00133079680124949,0.00110909102342876,"Hsph1/Opa1/Dnm1l/Sod1/Tgfb2/Mapk9/Mnt/Parp1/Flcn/Atf3/Myc/Wfs1/Ybx3/Gcg/G0s2/Mdm2/Ddit3/Dnaja1/Serinc3/Hdac1/Fbxw7/Wnt4/Ghitm/Ret/Eif5a/Nck2/Atf4/Herpud1/Sod2/Vegfa/Akt1/Slc25a5/Psmd10/Psme3/Mtch2/Eef1e1/Tnfsf10",37,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0062012","regulation of small molecule metabolic process","33/727","379/18481",1.80544991807279e-05,0.00134303916293653,0.00111929385337238,"Abcg1/Tff3/Dnm1l/Sod1/Kit/Mapk9/Parp1/Flcn/Myc/Gcg/Kcnma1/Trib3/Nfe2l1/Pgp/Me1/Slc7a11/Scp2/Fabp3/Wnt4/Me2/Stat3/Mlx/Igf2/Ins2/Irs2/Akt1/Vcp/Sesn2/Epm2aip1/Gpd1/Ddit4/Mtch2/Bmp2",33,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0032272","negative regulation of protein polymerization","13/727","83/18481",2.0220320387092e-05,0.00148203054131274,0.00123512978711246,"Pfn1/Mapre1/Mtpn/Capza1/Arpc2/Sptan1/Vil1/Pfn2/Gsn/Cfl1/Tmsb15b2/Tubb4a/Sptbn4",13,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0032956","regulation of actin cytoskeleton organization","31/727","350/18481",2.31490210352917e-05,0.0016550786869778,0.00137934875788088,"Limk1/Tgfb2/Arhgap6/Pfn1/Sh3pxd2b/Prex1/Arpc3/Akap13/Mtpn/Wnt4/Capza1/Arpc2/Sptan1/Vil1/Hras/Nck2/Pfn2/Gsn/Shank1/Cfl1/S100a10/Carmil3/Arhgef18/Tmsb15b2/Ppm1f/Hax1/Rhoa/Pdlim4/Sptbn4/Arf1/Bcas3",31,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0006261","DNA-templated DNA replication","18/727","149/18481",2.32454871766545e-05,0.0016550786869778,0.00137934875788088,"Polq/Parp1/Mcm6/Ccne2/Fam111a/Mcm3/Recql/Lig1/Mcm5/Mcm2/Ilkap/Pcna/Prim1/Alyref/Pole/Rrm1/Tk1/Pole3",18,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0007015","actin filament organization","38/727","471/18481",2.40690384848396e-05,0.00168957870152733,0.00140810119883139,"Limk1/Arhgap6/Pfn1/Sh3pxd2b/Abl2/Actr2/Prex1/Tagln2/Arpc3/Mtpn/Wnt4/Capza1/Arpc2/Sptan1/Vil1/Pdlim1/Nck2/Pfn2/Tpm3/Gsn/Dpysl3/Shank1/Cfl1/S100a10/Fhdc1/Carmil3/Pls3/Arhgef18/Tmsb15b2/Ppm1f/Hax1/Gas7/Jmy/Rhoa/Pdlim4/Sptbn4/Arf1/Rflna",38,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0032970","regulation of actin filament-based process","34/727","402/18481",2.47182609888669e-05,0.00171105295511823,0.00142599792196007,"Atp2a2/Limk1/Tgfb2/Arhgap6/Pfn1/Sh3pxd2b/Prex1/Arpc3/Akap13/Mtpn/Wnt4/Capza1/Arpc2/Sptan1/Vil1/Hras/Ryr2/Nck2/Pfn2/Gsn/Shank1/Cfl1/S100a10/Carmil3/Arhgef18/Tmsb15b2/Ppm1f/Hax1/Sri/Rhoa/Pdlim4/Sptbn4/Arf1/Bcas3",34,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0006081","cellular aldehyde metabolic process","12/727","73/18481",2.54536886522484e-05,0.00173782444168228,0.00144830937882873,"Kcnma1/Kdm3a/Wnt4/Pnkd/Tpi1/Tkt/Taldo1/Adh4/Adh5/Pdxk/Aldoa/Bmp2",12,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0019693","ribose phosphate metabolic process","31/727","352/18481",2.58492180241062e-05,0.00174097976529926,0.00145093903731327,"Ran/Atp5mc3/Opa1/Dnm1l/Atp6v1a/Parp1/Dck/Flcn/Ctps2/Myc/Suclg1/Pdhb/Ndufs1/Aprt/Hsd17b4/Acly/Atp5f1a/Ola1/Stat3/Acsl6/Atp5mf/Fitm2/Ctns/Atp2b2/Impdh2/Vcp/Ak4/Rhoa/Aldoa/Prps1/Atp5pb",31,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0009201","ribonucleoside triphosphate biosynthetic process","13/727","85/18481",2.62747556943188e-05,0.00174604509840647,0.00145516050483905,"Atp5mc3/Atp6v1a/Parp1/Flcn/Ctps2/Myc/Atp5f1a/Stat3/Atp5mf/Impdh2/Vcp/Aldoa/Atp5pb",13,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0050905","neuromuscular process","22/727","209/18481",2.72335891101028e-05,0.00175517492421887,0.00146276933576237,"Uchl1/Parp1/Abl2/Kcnma1/Nr4a1/Gch1/Map1a/Pnkd/Aars1/Camta1/Agtpbp1/Shank1/Chrng/Myh14/Eef2/Abcc8/Hexb/Atp2b2/Clic5/Gaa/Tuba1a/Sptbn4",22,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0006090","pyruvate metabolic process","17/727","137/18481",2.74686284287865e-05,0.00175517492421887,0.00146276933576237,"Flcn/Myc/Pdhb/Me1/Eno2/Tpi1/Me2/Pfkp/Pck2/Stat3/Mlx/Ins2/Pklr/Aldoa/Gpd1/Ddit4/Mtch2",17,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0070585","protein localization to mitochondrion","17/727","137/18481",2.74686284287865e-05,0.00175517492421887,0.00146276933576237,"Hsph1/Dnm1l/Ube2l3/Mapk9/Calm1/Ddit3/Dnaja1/Timm17a/Ywhaz/Fbxw7/Calm3/Tomm40/Tomm20/Usp36/Akt1/Mtch2/Calm2",17,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0009636","response to toxic substance","29/727","321/18481",2.9324724123997e-05,0.00185005601308862,0.00154184358951755,"Cdk1/Pebp1/Sod1/Mapk9/Cyp4f1/Mdm2/Ddit3/Ambp/Asns/Txnrd1/Slc7a11/Gch1/Gsr/Prdx1/Atf4/Sod2/Hspa9/Cdh1/Maob/Tyms/Kdm6b/Dnmt1/Sesn2/Adh4/Adh5/Tk1/Pdxk/Gria2/Fosl2",29,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0009150","purine ribonucleotide metabolic process","29/727","324/18481",3.4789293316263e-05,0.00216737297360319,0.00180629672928913,"Ran/Atp5mc3/Opa1/Dnm1l/Atp6v1a/Parp1/Flcn/Myc/Suclg1/Pdhb/Ndufs1/Aprt/Hsd17b4/Acly/Atp5f1a/Ola1/Stat3/Acsl6/Atp5mf/Fitm2/Ctns/Atp2b2/Impdh2/Vcp/Ak4/Rhoa/Aldoa/Prps1/Atp5pb",29,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:1990440","positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress","5/727","11/18481",3.5226514822291e-05,0.0021675178996827,0.00180641751122495,"Atf3/Ddit3/Atf4/Atf6/Cebpb",5,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0001836","release of cytochrome c from mitochondria","11/727","64/18481",3.58757038886338e-05,0.00218054278269452,0.00181727249736263,"Opa1/Dnm1l/Mapk9/Ghitm/Bnip3/Sod2/Cck/Jun/Akt1/Psmd10/Tnfsf10",11,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0032984","protein-containing complex disassembly","24/727","245/18481",3.90557429730066e-05,0.00234522678286102,0.00195452075804038,"Atp2a2/Calm1/Irak3/Myc/Smarca4/Mtpn/Eif5a2/Capza1/Map1a/Arpc2/Sptan1/Vil1/Eif5a/Calm3/Scaf8/Bnip3/Gsn/Cfl1/Vcp/Rhoa/Sptbn4/Ddit4/Frat1/Calm2",24,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0072655","establishment of protein localization to mitochondrion","16/727","128/18481",4.28991019948986e-05,0.00253320662227398,0.00211118385813406,"Hsph1/Ube2l3/Mapk9/Calm1/Ddit3/Dnaja1/Timm17a/Ywhaz/Fbxw7/Calm3/Tomm40/Tomm20/Usp36/Akt1/Mtch2/Calm2",16,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0072594","establishment of protein localization to organelle","37/727","466/18481",4.32027614151863e-05,0.00253320662227398,0.00211118385813406,"Cdk1/Hsph1/Ran/Cct8/Ube2l3/Mapk9/Nup85/Calm1/Chp1/Ddit3/Dnaja1/Timm17a/Ipo9/Cse1l/Ywhaz/Fbxw7/Sgtb/Nup155/Sec61a1/Kpna2/Calm3/Ryr2/Hspa5/Tomm40/Nup93/Herpud1/Stat3/Tomm20/Cdh1/Cfl1/Adar/Usp36/Akt1/Pex26/Edem1/Mtch2/Calm2",37,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0036120","cellular response to platelet-derived growth factor stimulus","9/727","44/18481",4.41633877765779e-05,0.00254309629658213,0.00211942594963105,"Myc/Hdac1/Fn1/Arpc2/Ccna2/Mtss2/Mars1/Dnmt1/Errfi1",9,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0032328","alanine transport","6/727","18/18481",4.49021818016106e-05,0.00254309629658213,0.00211942594963105,"Slc1a4/Slc38a1/Slc38a2/Slc3a2/Slc7a5/Slc6a17",6,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:1901142","insulin metabolic process","6/727","18/18481",4.49021818016106e-05,0.00254309629658213,0.00211942594963105,"Ero1b/Pcsk1/Ide/Ins2/Cpe/Fosl2",6,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0032231","regulation of actin filament bundle assembly","15/727","116/18481",4.9670942356498e-05,0.00278157277196389,0.0023181731346983,"Limk1/Arhgap6/Pfn1/Sh3pxd2b/Wnt4/Vil1/Pfn2/Shank1/Cfl1/S100a10/Arhgef18/Tmsb15b2/Ppm1f/Rhoa/Pdlim4",15,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","35/727","435/18481",5.29067900496608e-05,0.00286616784355989,0.00238867498324899,"Ltn1/Psmd2/Mapk9/Ubqln2/Psmd12/Sumo2/Trib1/Wfs1/Maea/Skp1/Mdm2/Ddit3/Trib3/Psmc5/Fbxw7/Psmc3/Nop53/Map1a/Usp14/Pbk/Psmd1/Hspa5/Herpud1/Plk1/Psmc4/Stub1/Akt1/Vcp/Csnk1d/Rnf187/Psmd10/Psmb3/Edem1/Ube2n/Rbx1",35,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0071214","cellular response to abiotic stimulus","35/727","435/18481",5.29067900496608e-05,0.00286616784355989,0.00238867498324899,"Mapk9/Parp1/Myc/Chp1/Gna11/Ybx3/Aurkb/Mdm2/Slc38a2/Slc2a1/Nlk/Casp3/Fbxw7/Mtpn/Wnt4/Pbk/Letm1/Hras/Bnip3/Atf4/Hspa5/Habp4/Vegfa/Igf2/Pcna/Tmem109/Neurod2/Akt1/Actb/Micu1/Errfi1/Mtch2/Rbx1/Bmp2/Chek1",35,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0104004","cellular response to environmental stimulus","35/727","435/18481",5.29067900496608e-05,0.00286616784355989,0.00238867498324899,"Mapk9/Parp1/Myc/Chp1/Gna11/Ybx3/Aurkb/Mdm2/Slc38a2/Slc2a1/Nlk/Casp3/Fbxw7/Mtpn/Wnt4/Pbk/Letm1/Hras/Bnip3/Atf4/Hspa5/Habp4/Vegfa/Igf2/Pcna/Tmem109/Neurod2/Akt1/Actb/Micu1/Errfi1/Mtch2/Rbx1/Bmp2/Chek1",35,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0014823","response to activity","18/727","159/18481",5.56508546325035e-05,0.00292239916611305,0.0024355383774356,"Cdk1/Pebp1/Opa1/Gcg/Slc38a2/Tns2/Fn1/Gsr/Atp5f1a/Ryr2/Slc3a2/Slc7a5/Sod2/Tomm20/Cfl1/Uqcrc1/Kdm6b/Dnmt1",18,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0006754","ATP biosynthetic process","11/727","67/18481",5.57038364327326e-05,0.00292239916611305,0.0024355383774356,"Atp5mc3/Atp6v1a/Parp1/Flcn/Myc/Atp5f1a/Stat3/Atp5mf/Vcp/Aldoa/Atp5pb",11,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0030837","negative regulation of actin filament polymerization","11/727","67/18481",5.57038364327326e-05,0.00292239916611305,0.0024355383774356,"Pfn1/Mtpn/Capza1/Arpc2/Sptan1/Vil1/Pfn2/Gsn/Cfl1/Tmsb15b2/Sptbn4",11,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0009206","purine ribonucleoside triphosphate biosynthetic process","12/727","79/18481",5.715788588062e-05,0.00296744690863552,0.00247308133426454,"Atp5mc3/Atp6v1a/Parp1/Flcn/Myc/Atp5f1a/Stat3/Atp5mf/Impdh2/Vcp/Aldoa/Atp5pb",12,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0009260","ribonucleotide biosynthetic process","20/727","189/18481",5.78625081660454e-05,0.0029730591824698,0.00247775862423457,"Atp5mc3/Atp6v1a/Parp1/Dck/Flcn/Ctps2/Myc/Pdhb/Aprt/Acly/Atp5f1a/Stat3/Acsl6/Atp5mf/Impdh2/Vcp/Ak4/Aldoa/Prps1/Atp5pb",20,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0071375","cellular response to peptide hormone stimulus","34/727","421/18481",6.2643759262283e-05,0.00318588261391039,0.0026551264666914,"Opa1/Eprs1/Parp1/Myc/Gcg/Mdm2/Trib3/Nr4a1/Slc39a14/Tns2/Ins1/Fn1/C2cd5/Aprt/Ccna2/Ghr/Hras/Ide/Gdf15/Stat3/Igf2/Ins2/Pklr/Cfl1/Irs2/Jun/Acsl6/Vldlr/Akt1/Lonp1/Grb14/G6pc1/Errfi1/Igfbp1",34,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0009145","purine nucleoside triphosphate biosynthetic process","12/727","80/18481",6.48753790292867e-05,0.00326604938466631,0.00272193775278645,"Atp5mc3/Atp6v1a/Parp1/Flcn/Myc/Atp5f1a/Stat3/Atp5mf/Impdh2/Vcp/Aldoa/Atp5pb",12,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0032869","cellular response to insulin stimulus","25/727","270/18481",6.87742661545023e-05,0.00339832302381575,0.00283217509757053,"Opa1/Eprs1/Parp1/Myc/Trib3/Slc39a14/Tns2/Ins1/C2cd5/Aprt/Ghr/Hras/Ide/Igf2/Ins2/Pklr/Irs2/Acsl6/Vldlr/Akt1/Lonp1/Grb14/G6pc1/Errfi1/Igfbp1",25,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0009743","response to carbohydrate","32/727","388/18481",6.88664978742759e-05,0.00339832302381575,0.00283217509757053,"Foxo3/Abcg1/Opa1/Tra2b/Myc/Gcg/Smarca4/Slc39a14/Casp3/Pcsk1/Dynll1/Slc2a2/Ins1/Nkx2-2/Rps6ka2/Fn1/Myt1/Gas6/Pck2/Sod2/Pklr/Abcc8/Irs2/Nnat/Pim3/Sesn2/Krt18/Sri/Ccnd3/Rhoa/G6pc1/Sox4",32,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0034599","cellular response to oxidative stress","28/727","320/18481",7.03080747290387e-05,0.00343544553381891,0.00286311313602463,"Smpd3/Foxo3/Cdk1/Hsph1/Atp2a2/Sod1/Mapk9/Parp1/Mdm2/Ambp/Nefh/Nfe2l1/Hdac1/Slc7a11/Gch1/Arpc2/Gsr/Prdx1/Bnip3/Atf4/Sod2/Cfl1/Pcna/Jun/Akt1/Kdm6b/Sesn2/Lonp1",28,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0051168","nuclear export","18/727","162/18481",7.11665586464433e-05,0.00344363231353275,0.00286993602880802,"Srsf3/Ran/Nup85/Chp1/Ywhae/Mdm2/Dusp16/Xpot/Cse1l/Akap13/Hnrnpa2b1/Nup155/Gas6/Nup93/Hspa9/Adar/Alyref/Frat1",18,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0070059","intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress","11/727","69/18481",7.36142021789274e-05,0.00352781907365167,0.00294009758904906,"Opa1/Wfs1/Ddit3/Trib3/Serinc3/Chac1/Nck2/Atf4/Herpud1/Ins2/Cebpb",11,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0060563","neuroepithelial cell differentiation","9/727","47/18481",7.63928975604218e-05,0.00362611620420136,0.00302201878469599,"Abl2/Nfe2l1/Nkx2-2/Wnt4/Cebpb/Tubb5/Sox4/Insm1/Bmp2",9,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0006094","gluconeogenesis","13/727","94/18481",7.74399382695424e-05,0.00364113822957924,0.00303453819673897,"Atf3/Gcg/Pgp/Slc39a14/Eno2/Tpi1/Atf4/Pck2/Ins2/Sesn2/G6pc1/Psme3/Gpd1",13,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:1903317","regulation of protein maturation","11/727","70/18481",8.42801677982767e-05,0.00392572295613655,0.00327171217050664,"Mdm2/Timm17a/Angptl8/Rps6ka2/Chac1/Gsn/Cdh1/Tmem98/S100a10/Inpp5b/Sox4",11,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0016051","carbohydrate biosynthetic process","21/727","210/18481",8.69742896516379e-05,0.00400721850650014,0.00333963086648846,"Smpd3/Parp1/Atf3/Gcg/Nans/Pgp/Slc39a14/Eno2/Tpi1/Atf4/Pck2/Igf2/Ins2/Fut1/Irs2/Akt1/Sesn2/Epm2aip1/G6pc1/Psme3/Gpd1",21,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0036003","positive regulation of transcription from RNA polymerase II promoter in response to stress","6/727","20/18481",8.76378044158338e-05,0.00400721850650014,0.00333963086648846,"Atf3/Ddit3/Atf4/Vegfa/Atf6/Cebpb",6,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0046390","ribose phosphate biosynthetic process","20/727","195/18481",8.96577321011444e-05,0.00405253862805559,0.00337740082502056,"Atp5mc3/Atp6v1a/Parp1/Dck/Flcn/Ctps2/Myc/Pdhb/Aprt/Acly/Atp5f1a/Stat3/Acsl6/Atp5mf/Impdh2/Vcp/Ak4/Aldoa/Prps1/Atp5pb",20,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0035304","regulation of protein dephosphorylation","9/727","48/18481",9.07776562675278e-05,0.00405253862805559,0.00337740082502056,"Ppp2r5a/Ppp1r2/Calm1/Ywhae/Ptbp1/Ppp1r16b/Calm3/Camta1/Calm2",9,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0015824","proline transport","5/727","13/18481",9.18813934531063e-05,0.00405253862805559,0.00337740082502056,"Slc1a4/Slc38a2/Slc3a2/Slc7a5/Slc6a17",5,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0070536","protein K63-linked deubiquitination","5/727","13/18481",9.18813934531063e-05,0.00405253862805559,0.00337740082502056,"Otub2/Spata2/Nop53/Otud1/Vcp",5,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:1902903","regulation of supramolecular fiber organization","32/727","395/18481",9.63750391590756e-05,0.00421344908042836,0.00351150419687638,"Limk1/Arhgap6/Pfn1/Sh3pxd2b/Togaram1/Prex1/Arpc3/Akap13/Mapre1/Mtpn/Wnt4/Capza1/Map1a/Arpc2/Sptan1/Vil1/Nck2/Pfn2/Gsn/Shank1/Cfl1/S100a10/Carmil3/Arhgef18/Tmsb15b2/Ppm1f/Hax1/Tubb4a/Rhoa/Pdlim4/Sptbn4/Arf1",32,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0003012","muscle system process","36/727","467/18481",9.95977673568089e-05,0.00431648063048987,0.00359737107542305,"Gatm/Smpd3/Foxo3/Atp2a2/Gtf2i/Sod1/Kit/Parp1/Calm1/Kcnma1/Nr4a1/Fkbp1a/Akap13/Mtpn/Nup155/Hsbp1/Glrx3/Calm3/Ryr2/Tpm3/Gsn/Chrng/Kdm4a/Myh14/Eef2/Abcc8/Vegfb/Smad5/Dock5/Gaa/Sri/Rhoa/Aldoa/Errfi1/Calm2/Bmp2",36,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0019319","hexose biosynthetic process","13/727","97/18481",0.000107559647088634,0.00462135587146337,0.00385145523967104,"Atf3/Gcg/Pgp/Slc39a14/Eno2/Tpi1/Atf4/Pck2/Ins2/Sesn2/G6pc1/Psme3/Gpd1",13,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0072522","purine-containing compound biosynthetic process","21/727","214/18481",0.000113840235102261,0.00484939941666383,0.00404150758176808,"Atp5mc3/Atp6v1a/Parp1/Dck/Flcn/Myc/Shmt1/Pdhb/Shmt2/Aprt/Acly/Atp5f1a/Stat3/Acsl6/Atp5mf/Impdh2/Vcp/Ak4/Aldoa/Prps1/Atp5pb",21,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0022411","cellular component disassembly","36/727","471/18481",0.000118086726041201,0.00492707110784223,0.00410623945922646,"Cdk1/Atp2a2/Dnm1l/Tgfb2/Calm1/Sh3pxd2b/Irak3/Myc/Smarca4/Fbxw7/Mtpn/Eif5a2/Capza1/Map1a/Arpc2/Sptan1/Vil1/Eif5a/Calm3/Scaf8/Bnip3/Plk1/Gsn/Kdm4a/Cfl1/Abcc8/Usp36/Vcp/Slc25a5/Sting1/Rhoa/Top2a/Sptbn4/Ddit4/Frat1/Calm2",36,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0044539","long-chain fatty acid import into cell","6/727","21/18481",0.000118629320413537,0.00492707110784223,0.00410623945922646,"Eprs1/Slc2a1/Fabp3/Irs2/Acsl6/Akt1",6,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0050665","hydrogen peroxide biosynthetic process","6/727","21/18481",0.000118629320413537,0.00492707110784223,0.00410623945922646,"Sod1/Acox1/Cycs/Sod2/Stat3/Ctns",6,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0015804","neutral amino acid transport","10/727","61/18481",0.000122252577440329,0.00498628695743239,0.0041555901693901,"Slc1a4/Slc38a1/Slc38a2/Nfe2l1/Slc7a11/Slc3a2/Slc7a5/Slc6a9/Ctns/Slc6a17",10,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0042149","cellular response to glucose starvation","10/727","61/18481",0.000122252577440329,0.00498628695743239,0.0041555901693901,"Foxo3/Slc2a1/Asns/Ywhaz/Atf4/Hspa5/Slc3a2/Slc7a5/Vldlr/Sesn2",10,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0030041","actin filament polymerization","18/727","169/18481",0.000123056439760069,0.00498628695743239,0.0041555901693901,"Pfn1/Prex1/Arpc3/Mtpn/Capza1/Arpc2/Sptan1/Vil1/Nck2/Pfn2/Gsn/Cfl1/Fhdc1/Tmsb15b2/Hax1/Gas7/Rhoa/Sptbn4",18,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0034284","response to monosaccharide","29/727","348/18481",0.000124354219817975,0.00499823735139344,0.00416554967234065,"Foxo3/Abcg1/Opa1/Tra2b/Gcg/Smarca4/Slc39a14/Casp3/Pcsk1/Dynll1/Slc2a2/Ins1/Nkx2-2/Fn1/Myt1/Gas6/Pck2/Sod2/Pklr/Abcc8/Irs2/Nnat/Pim3/Sesn2/Krt18/Sri/Ccnd3/Rhoa/Sox4",29,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0009746","response to hexose","28/727","331/18481",0.000125623565187296,0.00500886279114787,0.00417440495350796,"Foxo3/Abcg1/Opa1/Tra2b/Gcg/Smarca4/Slc39a14/Casp3/Pcsk1/Dynll1/Slc2a2/Ins1/Nkx2-2/Fn1/Myt1/Gas6/Pck2/Pklr/Abcc8/Irs2/Nnat/Pim3/Sesn2/Krt18/Sri/Ccnd3/Rhoa/Sox4",28,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0001505","regulation of neurotransmitter levels","22/727","232/18481",0.000130486852624555,0.00516147994826019,0.00430159666212611,"Cplx2/Slc29a4/Pebp1/Git2/Atp2a2/Dnm1l/Calm1/Slc38a2/Nr4a1/Cadps/Slc18a1/Pnkd/Slc18b1/Calm3/Pfn2/Cltb/Slc6a9/Nrxn2/Abcc8/Npy/Rph3al/Calm2",22,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
